0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	300	0	0	0	1000	0	300	0	0	0	0	0	0	0	0	0	0	0	1000	0	0
300	300	0	300	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0
0	0	300	0	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	3000	0	100	0	0	0	0	0	3000	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	100	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0
0	1000	0	0	0	0	0	3000	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	0
0	0	0	0	0	0	3000	0	3000	0	0	0	0	0	0	500	0	0	0	0	0	0	0
0	300	0	0	0	0	0	3000	0	3000	0	0	0	100	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	3000	0	3000	0	0	300	0	0	0	0	0	0	0	0	0
0	0	300	0	0	0	0	0	0	3000	0	3000	0	0	0	0	0	0	0	0	0	3000	0
0	0	0	0	3000	0	0	0	0	0	3000	0	300	0	0	0	0	1000	0	0	0	3000	0
0	0	0	0	0	1000	0	0	0	0	0	300	0	0	1000	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	100	300	0	0	0	0	0	0	300	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	500	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	1000	0	1000	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	1000	0	1000	0	0	0	500
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	1000	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	0
0	1000	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	3000	3000	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	0	0	0	0	0
